CodigoVariable,CodigoDuracion,UnidadMedida,CodigoSICAgente,CodigoPlanta,Version
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,GECG,2YB9,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,SLUG,3IZ6,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,ISGG,TR3G,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,HEMG,3CG9,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,ADCG,AFR1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,CALG,BYN1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,EPMG,CRC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,CCGG,PTC1,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,UNGG,3JPM,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,EPSG,3PWF,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,TYPG,TYP4,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3GVK,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,EPSG,3JP8,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ISGG,3EXH,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ENDG,DVS1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ISGG,GQA1,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,ENDG,ZPA3,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,TYPG,TYP2,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,ENDG,ZPA5,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,PRIG,2SW1,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,TRPG,2YWY,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
GReal,PT1H,kWh,GNYG,3J4D,TX4
